"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Project Goal","Start Date","Completion Date","Project Life Cycle Cost","Software Project","New or Existing Metric","If Existing: Metric ID","If Existing: Agency Metric ID","If New: Metric Description","If New: Metric Unit of Measure","If New: Metric Measurement Condition","Metric Target at Deployment","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
010-000000077,646,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)","	2",1155,,"TAAMS A and D",,2011-10-01,2012-05-31,0.2001,,,,,,,,,-92,-37.86,Red,0,0,Green,Completed,05/19/2014,17:10:24
010-000000077,646,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)","	6",13155,,"TAAMS Osage Module",,2016-01-01,2016-12-31,0.5,,,,,,,,,-396,-108.49,Red,0.098225,19.65,Yellow,Completed,09/18/2018,10:44:14
010-000000077,646,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)","	7",13156,,"TAAMS Fee-To-Trust Module",,2016-06-01,2017-05-31,0.4,,,,,,,,,-303,-83.24,Red,-0.08345,-20.86,Yellow,Completed,09/18/2018,10:44:14
010-000000077,646,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)","	5",13157,,"TAAMS Re-Platform",,2014-01-03,2016-02-28,1.5,,,,,,,,,-122,-15.52,Yellow,0.926128,61.74,Red,Completed,09/18/2018,10:44:14
010-000000077,646,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - Trust Asset Accounting Management System (TAAMS)","	4",13158,,"TAAMS Land Buy Back (LBB) Module",,2013-10-01,2016-01-31,0.60976,,,,,,,,,0,0,Green,0,0,Green,Completed,11/30/2016,19:36:12
010-000000292,785,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)","	1",1158,,"Grand Coulee &amp; Hungry Horse Supervisory Control and Data Acquisition Replacement",,2008-10-01,2015-09-30,31.965872,,,,,,,,,0,0,Green,-0.827836,-11.46,Yellow,Completed,02/26/2013,15:10:28
010-000000292,785,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",GC-RPLC13,7945,,"Grand Coulee &amp; Hungry Horse Supervisory Control and Data Acquisition-FY2013 Replacement",,2012-10-01,2013-09-30,7.34287,,,,,,,,,0,0,Green,0.610225,8.31,Green,Completed,12/26/2013,12:14:54
010-000000292,785,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",GC-RPLC14,7947,,"Grand Coulee &amp; Hungry Horse Supervisory Control and Data Acquisition-FY2014 Replacement",,2013-10-01,2014-09-30,6.589255,,,,,,,,,0,0,Green,2.042937,31,Red,Completed,11/30/2017,08:50:49
010-000000292,785,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",GC-RPLC15,7949,,"Grand Coulee &amp; Hungry Horse Supervisory Control and Data Acquisition-FY2015 Replacement",,2014-10-01,2015-09-30,6.818855,,,,,,,,,0,0,Green,1.749443,25.66,Yellow,Completed,11/30/2017,08:50:49
010-000000292,785,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",GC-RPLC16,12553,,"Grand Coulee & Hungry Horse Supervisory Control and Data Acquisition-FY2016 Replacement",,2015-10-01,2016-09-30,6.412279,,,,,,,,,0,0,Green,1.80165,31.26,Red,Completed,11/30/2017,08:50:50
010-000000292,785,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",GC-RPLC17,13194,,"Grand Coulee & Hungry Horse Supervisory Control and Data Acquisition-FY2017 Replacement Completion",,2016-10-01,2017-09-30,6.393415,,,,,,,,,0,0,Green,0.945444,14.79,Yellow,Completed,11/30/2017,08:50:50
010-000000292,785,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",GC-RPLC19,17239,,"Grand Coulee & Hungry Horse Supervisory Control and Data Acquisition-FY2019 Replacement Completion",,2018-10-01,2019-09-30,4.320189,,,,,,,,,-195,-53.57,Red,0,0,Green,In-progress,06/28/2019,18:22:02
010-000000292,785,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - GCPO ICS (Grand Coulee Power Office Industrial Control Systems)",GC-RPLC18,17240,,"Grand Coulee & Hungry Horse Supervisory Control and Data Acquisition-FY2018 Replacement Completion",,2017-10-01,2018-09-30,5.947895,,,,,,,,,0,0,Green,1.087858,18.29,Yellow,Completed,05/31/2019,18:30:12
010-000000156,652,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BLM - IT Support for Resources and Mineral Land Use Planning (ePlanning)",eP-201101,1157,,"ePlanning Phase 2-0-3",,2011-07-01,2011-09-30,1.061,,,,,,,,,-183,-201.1,Red,-0.722696,-340.57,Red,Completed,07/23/2013,23:35:42
010-000000987,657,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - Advanced National Seismic System (ANSS)",ANSS-0003,1180,,"ANSS Development, Modernization and Expansion",,2010-10-01,2013-09-30,20.201,,,,,,,,,-92,-25.27,Yellow,0.256825,39.51,Red,Completed,07/08/2013,11:25:17
010-000000987,657,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - Advanced National Seismic System (ANSS)",ANSS-0004,1181,,"ANSS - ARRA- Development, Modernization and Expansion",,2009-04-01,2011-09-30,19.553497,,,,,,,,,0,0,Green,0,0,Green,Completed,07/08/2013,10:58:54
010-000000934,693,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","OST - Trust Funds Accounting System (TFAS)","IIM Direct",12599,,"IIM Direct",,2015-01-01,2017-03-31,1.494625,,,,,,,,,0,0,Green,0.0008,2.67,Green,Completed,11/30/2017,11:20:54
010-000000578,851,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","NPS - PPFL - Enterprise Facility Management Software System",A,13188,,"Upgrade to Maximo 7.5 - National Park Service",,2013-06-12,2015-07-03,0.433985,,,,,,,,,-3,-0.4,Green,0,0,Green,Completed,07/29/2016,18:51:26
010-000000287,783,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - CRSP ICS (Colorado River Storage Project Industrial Control Systems)","	2017",15062,,"Replacement of Colorado River Storage Project supervisory control and data acquisition system","Implement replacement for Colorado River Storage Project supervisory control and data aquisition based on results and experience from replacement pilot.",2016-10-03,2020-09-30,8,no,existing,1815,,,,,"	0.1",-10,-0.92,Green,2.347409,29.34,Yellow,Completed,12/31/2019,16:14:35
010-000000368,676,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","	1",1177,,"NFPORS 3.0",,2010-10-01,2011-11-15,0.436141,,,,,,,,,-15,-8.24,Green,0.010539,12.97,Yellow,Completed,09/13/2012,08:04:45
010-000000368,676,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","	2",1178,,"NFPORS 3.1",,2011-10-01,2012-11-15,0.38,,,,,,,,,0,0,Green,0.038642,10.17,Yellow,Completed,03/15/2013,09:21:27
010-000000368,676,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","	5",13173,,"NFPORS 4.1",,2015-10-01,2016-09-30,0.38,,,,,,,,,0,0,Green,0.196397,51.68,Red,Completed,11/30/2016,21:33:48
010-000000368,676,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","	6",13174,,"NFPORS 4.2",,2016-10-01,2017-09-30,0.38,,,,,,,,,0,0,Green,0.302437,79.59,Red,Completed,11/30/2017,09:42:12
010-000000368,676,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","	4",13175,,"NFPORS 3.3",,2014-10-01,2015-09-30,0.38,,,,,,,,,0,0,Green,0.092582,24.36,Yellow,Completed,06/29/2016,18:12:23
010-000000368,676,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","	7",16167,,"NFPORS 4.3",,2017-10-01,2018-09-30,0.38,,,,,,,,,0,0,Green,0.28862,75.95,Red,Completed,02/28/2019,19:10:31
010-000000368,676,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","	8",17120,,"NFPORS 4.4","NFPORS 4.4 development.  Review all modules and start NFPORS system integration with new system.",2018-10-01,2019-09-30,0.38,no,existing,1928,,,,,"	90",0,0,Green,0.308879,81.28,Red,Completed,11/27/2019,20:28:30
010-000000406,1648,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","FWS - Environmental Conservation Online System (ECOS)",Migratory,14229,,"Migratory Birds",,2012-10-01,2016-09-30,0.2847,,,,,,,,,0,0,Green,0,0,Green,Completed,03/31/2017,13:44:28
010-000000406,1648,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","FWS - Environmental Conservation Online System (ECOS)",FAC,14230,,FAC,,2011-10-01,2018-09-30,0.507253,,,,,,,,,0,0,Green,0.01382,2.72,Green,Completed,10/31/2018,17:32:38
010-000000406,1648,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","FWS - Environmental Conservation Online System (ECOS)",Refuges,14231,,Refuges,"To develop, implement, and maintain the applications as directed by the project sponsors to fulfill the contractual specifications as determined by Refuges.",2011-10-01,2018-09-30,4.022945,,,,,,,,,0,0,Green,0,0,Green,Completed,11/01/2019,19:18:05
010-000000406,1648,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","FWS - Environmental Conservation Online System (ECOS)",Ecological,14232,,"Ecological Services","To develop, implement, and maintain the applications as directed by the project sponsors to fulfill the contractual specifications as determined by Ecological Services.",2010-10-01,2018-09-30,17.343601,,,,,,,,,0,0,Green,0,0,Green,Completed,11/01/2019,19:18:05
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",TIMSPlng,10285,,"TIMS Planning Initiative","Develop realistic planning and management workflow efficiencies and actionable system requirements for ePermitting and EPlans as well as developing short, medium, and long term modernization strategy.",2014-01-13,2021-09-30,10.169295,yes,existing,1807,,,,,"	75",0,0,Green,1.618104,15.91,Yellow,In-progress,11/04/2019,20:58:39
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",WEB,10287,,"Technical Information Management System Web",,2011-01-01,2012-09-30,7.34781,,,,,,,,,121,18.97,Yellow,0,0,Green,Completed,06/20/2014,15:51:54
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",eInsp,10289,,eInspections,,2011-03-25,2015-07-31,2.435,,,,,,,,,232,14.6,Yellow,0.480828,19.75,Yellow,Completed,10/18/2016,18:28:02
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","BSEE BI",12519,,"Business Intelligence Solution",,2015-04-01,2015-09-30,1.002146,,,,,,,,,-241,-132.42,Red,0,0,Green,Completed,02/26/2018,15:22:22
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",ePermits,12773,,"Bureau of Safety and Environmental Enforcement (BSEE) ePermits Application",,2015-08-01,2018-07-31,14.609357,,,,,,,,,-621,-56.71,Red,2.393626,16.38,Yellow,In-progress,02/28/2019,19:10:24
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",ePlans,12775,,"Bureau of Ocean Energy Management (BOEM) ePlans Application",,2015-08-01,2018-07-31,6.427,,,,,,,,,-275,-47.66,Red,-0.423001,-13.06,Yellow,Completed,02/28/2019,19:10:24
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",BOEM-BDS,17114,,"Bureau of Ocean Energy Management (BOEM) Boundary Delineation System",,2017-04-01,2018-01-16,1,,,,,,,,,0,0,Green,0.163054,16.31,Yellow,Completed,02/28/2019,19:10:24
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",BOEMLSMod,17115,,"Bureau of Ocean Energy Management  (BOEM) Lease Sales Modernization",,2017-01-03,2018-04-26,2.643019,,,,,,,,,25,5.23,Green,0.284849,10.78,Yellow,Completed,02/28/2019,19:10:24
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",BSEE-CivPn,17116,,"Bureau of Safety and Environmental Enforcement (BSEE) Civil Penalties Tracking System",,2017-06-01,2018-08-31,0.772012,,,,,,,,,-621,-146.12,Red,0.018935,2.49,Green,In-progress,06/28/2019,18:22:03
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)","OCS PMD",17117,,"Bureau of Safety of Environmental Enforcement (BSEE) Outer Continental Shelf Performance Measures Data (OCS PMD)",,2017-04-24,2018-01-31,0.476076,,,,,,,,,-59,-20.92,Yellow,0.053378,11.21,Yellow,Completed,02/28/2019,19:10:24
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",StandDevDB,17118,,"Bureau of Safety and Environmental Enforcement (BSEE) Standards Development Section Database Application",,2018-02-26,2018-08-14,0.103829,,,,,,,,,-18,-25.71,Yellow,0.031942,30.76,Red,Completed,02/28/2019,19:10:24
010-000000226,854,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BSEE - Technical Information Management System (TIMS)",ePer2,17119,,"Bureau of Safety and Environmental Enforcement (BSEE) - ePermits 2.0 Application","Develop enhancements to BSEE ePermits system for collection of additional technical data and integration with existing and to-be developed BSEE enterprise data management systems.",2018-10-01,2020-05-16,3.263,yes,existing,1804,,,,,"	15",0,0,Green,0,0,Green,In-progress,11/04/2019,20:58:39
010-000000299,656,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",REMM2012,1161,,"RMSS REMM2012 (Refresh, Enhancement, Maintenance, and Mitigate)",,2011-10-01,2012-09-30,2,,,,,,,,,0,0,Green,0.236,11.8,Yellow,Completed,09/12/2013,11:22:54
010-000000299,656,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",CNCC14-15,6029,,"Cloud &amp; Non-Cloud Consolidation","Identify, plan, and migrate components that are cloud-compatible or candidates for consolidation.",2012-10-01,2015-09-30,1.3,,,,,,,,,0,0,Green,0.126128,9.93,Green,Completed,09/20/2019,14:19:13
010-000000299,656,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",PA2013,6031,,"Port Authentication",,2012-10-01,2013-09-30,0.35,,,,,,,,,0,0,Green,0.07,20,Yellow,Completed,07/22/2014,11:10:35
010-000000299,656,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",REMM2013,6033,,"RMSS REMM2013(Refresh, Enhancement, Maintenance, and Mitigate)",,2012-10-01,2013-09-30,1.5,,,,,,,,,0,0,Green,0.426343,28.42,Yellow,Completed,12/20/2013,11:38:10
010-000000299,656,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",REMM2014,6035,,"RMSS REMM2014 (Refresh, Enhancement, Maintenance, and Mitigate)","This RMSS REMM O&M project includes scheduled refreshing/updating the technology and component to improve efficiency and enhance performance. Implement new technologies to facilitate consolidation efforts with the Department where identified. Perform",2013-10-01,2014-09-30,1.4,,,,,,,,,0,0,Green,0.8745,62.46,Red,Completed,11/01/2019,16:27:40
010-000000299,656,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",RS13-14,6037,,"Restructure RMSS for Cross-Organizational Management","Identify all IT components within RMSS Part 1 mission; Reorganize IT components into smaller logical business categories within the RMSS investment and/or into other portfolio investments;Develop cross-organizational management and monthly reporting",2012-10-01,2014-09-30,0.1,,,,,,,,,0,0,Green,0.0255,25.5,Yellow,Completed,09/20/2019,14:19:13
010-000000299,656,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",RWIS,17274,,"RWIS (R&D directorate) application planning and prototype funding","FY2016 goals for RWIS (Reclamation Water Information System) include project planning, development or acquisition, database design and data population.",2016-04-01,2016-12-30,0.651,,,,,,,,,-4,-1.54,Green,-0.068867,-10.58,Yellow,Completed,09/20/2019,14:19:13
010-000000299,656,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",hydroAMP,17275,,"hydroAMP (PRO directorate) application development funding","The CEATI hydroAMP Web Application Development Project will procure a new computing application (including on-going hosting, support, and maintenance) to support the hydroAMP program and related databases. The Project will provide additional function",2016-02-22,2016-09-30,0.25,,,,,,,,,0,0,Green,0,0,Green,Completed,09/20/2019,14:19:13
010-000000299,656,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - RSAMS (Reclamation's Services and Applications for Mission Support)",RSI,17276,,"USACE's RSI (R&D directorate) application modification funding","Modifications to USACE's RSI (Responses to Climate Change) for FY2016 to incorporate BOR requirements.",2016-04-01,2016-09-30,0.082,,,,,,,,,-92,-102.22,Red,0,0,Green,Completed,09/20/2019,14:19:13
